ticket_id,customer_id,segment,created_date,created_month,created_quarter,channel,category,priority,status,assigned_agent,resolution_hours,csat_score,region,industry
T00375,C0202,SMB,2023-02-07,2023-02,Q1 2023,Email,Performance & Stability,Low,Resolved,Carlos Rivera,165.0,4.1,EMEA,Retail
T00376,C0177,Enterprise,2023-01-09,2023-01,Q1 2023,Phone,Integration & API,Low,Resolved,Emma Thompson,112.0,4.2,North America,Logistics
T00377,C0102,Startup,2023-11-05,2023-11,Q4 2023,Phone,Integration & API,Medium,Closed,Carlos Rivera,19.0,4.2,EMEA,Logistics
T00378,C0082,SMB,2023-01-24,2023-01,Q1 2023,Email,Positive Feedback,Medium,Closed,Aisha Williams,22.0,5.0,LATAM,Logistics
T00379,C0260,SMB,2023-12-29,2023-12,Q4 2023,Chat,Feature Request,Low,Resolved,James O'Brien,84.0,3.9,LATAM,Logistics
T00380,C0180,Mid-Market,2023-11-03,2023-11,Q4 2023,Phone,Positive Feedback,Low,Closed,Carlos Rivera,156.0,3.2,APAC,Healthcare
T00381,C0233,Enterprise,2023-04-11,2023-04,Q2 2023,Email,Integration & API,Medium,Resolved,Emma Thompson,35.0,1.7,LATAM,Media
T00382,C0287,Startup,2024-06-15,2024-06,Q2 2024,Chat,Data & Reporting,Medium,Resolved,David Kim,28.0,3.0,APAC,Technology
T00383,C0235,Startup,2023-05-13,2023-05,Q2 2023,Email,Security & Compliance,High,Resolved,Emma Thompson,21.0,4.3,North America,Manufacturing
T00384,C0057,SMB,2023-05-04,2023-05,Q2 2023,Email,Data & Reporting,Medium,Resolved,Priya Patel,45.0,1.6,APAC,Technology
T00385,C0073,SMB,2024-08-26,2024-08,Q3 2024,Email,User Management,Medium,In Progress,Carlos Rivera,,,APAC,Media
T00386,C0035,Startup,2023-02-15,2023-02,Q1 2023,Self-Service Portal,Performance & Stability,Medium,Closed,David Kim,24.0,3.0,APAC,Retail
T00387,C0231,Mid-Market,2024-11-14,2024-11,Q4 2024,Phone,Security & Compliance,Medium,Resolved,Sarah Chen,37.0,2.5,EMEA,Logistics
T00388,C0227,Enterprise,2023-10-12,2023-10,Q4 2023,Chat,Security & Compliance,Low,Closed,Sarah Chen,167.0,1.8,APAC,Media
T00389,C0292,SMB,2024-06-18,2024-06,Q2 2024,Email,Integration & API,Low,Closed,David Kim,76.0,2.2,APAC,Media
T00390,C0044,SMB,2024-06-30,2024-06,Q2 2024,Self-Service Portal,Data & Reporting,Critical,Open,Carlos Rivera,,,APAC,Media
T00391,C0196,SMB,2023-09-21,2023-09,Q3 2023,Email,Product Education,Medium,In Progress,Priya Patel,,,North America,Technology
T00392,C0031,Mid-Market,2024-09-21,2024-09,Q3 2024,Chat,Access & Authentication,High,Resolved,Marcus Johnson,14.0,5.0,APAC,Education
T00393,C0027,Mid-Market,2023-07-27,2023-07,Q3 2023,Chat,Performance & Stability,High,Resolved,Emma Thompson,12.0,3.9,APAC,Media
T00394,C0034,Enterprise,2024-05-10,2024-05,Q2 2024,Email,Performance & Stability,Low,Resolved,David Kim,101.0,3.2,North America,Manufacturing
T00395,C0043,Enterprise,2024-10-13,2024-10,Q4 2024,Chat,Positive Feedback,High,In Progress,David Kim,,,LATAM,Technology
T00396,C0022,SMB,2023-01-02,2023-01,Q1 2023,Email,Performance & Stability,Medium,Open,Carlos Rivera,,,EMEA,Logistics
T00397,C0109,SMB,2024-08-22,2024-08,Q3 2024,Chat,Access & Authentication,Low,Resolved,Emma Thompson,166.0,4.5,North America,Financial Services
T00398,C0108,Startup,2024-09-17,2024-09,Q3 2024,Email,Data & Reporting,Medium,Resolved,David Kim,39.0,2.5,LATAM,Healthcare
T00399,C0169,SMB,2023-01-17,2023-01,Q1 2023,Chat,Performance & Stability,Critical,Closed,Marcus Johnson,3.0,4.1,LATAM,Manufacturing
T00400,C0276,Enterprise,2023-02-01,2023-02,Q1 2023,Phone,Feature Request,Medium,Closed,Carlos Rivera,30.0,1.9,LATAM,Manufacturing
T00401,C0099,SMB,2024-03-31,2024-03,Q1 2024,Phone,Feature Request,Low,Closed,David Kim,80.0,2.2,LATAM,Retail
T00402,C0186,SMB,2023-02-07,2023-02,Q1 2023,Email,User Management,Low,In Progress,David Kim,,,LATAM,Healthcare
T00403,C0088,Mid-Market,2024-07-19,2024-07,Q3 2024,Chat,Feature Request,Medium,In Progress,James O'Brien,,,LATAM,Manufacturing
T00404,C0268,Enterprise,2023-10-08,2023-10,Q4 2023,Phone,Feature Request,Low,Resolved,Sarah Chen,24.0,4.3,EMEA,Healthcare
T00405,C0166,SMB,2024-03-18,2024-03,Q1 2024,Chat,Access & Authentication,Medium,Resolved,David Kim,14.0,5.0,LATAM,Retail
T00406,C0162,SMB,2023-01-06,2023-01,Q1 2023,Phone,Data & Reporting,Low,Closed,Carlos Rivera,87.0,2.1,APAC,Retail
T00407,C0160,Startup,2023-03-06,2023-03,Q1 2023,Phone,Access & Authentication,Medium,Resolved,Carlos Rivera,39.0,2.9,APAC,Retail
T00408,C0028,Enterprise,2023-12-08,2023-12,Q4 2023,Chat,Billing & Payments,High,Resolved,Sarah Chen,24.0,1.8,EMEA,Manufacturing
T00409,C0018,SMB,2024-01-22,2024-01,Q1 2024,Email,Security & Compliance,High,Closed,Sarah Chen,5.0,2.7,APAC,Retail
T00410,C0287,Startup,2023-02-23,2023-02,Q1 2023,Phone,Data & Reporting,High,In Progress,Emma Thompson,,,APAC,Technology
T00411,C0052,Enterprise,2023-12-14,2023-12,Q4 2023,Email,Positive Feedback,Medium,In Progress,Priya Patel,,,LATAM,Technology
T00412,C0261,Mid-Market,2023-09-20,2023-09,Q3 2023,Email,Integration & API,Medium,In Progress,Emma Thompson,,,EMEA,Financial Services
T00413,C0263,Mid-Market,2024-10-29,2024-10,Q4 2024,Email,Performance & Stability,Medium,Resolved,Priya Patel,55.0,3.1,LATAM,Logistics
T00414,C0030,SMB,2023-09-01,2023-09,Q3 2023,Chat,Positive Feedback,Low,In Progress,Carlos Rivera,,,LATAM,Technology
T00415,C0097,SMB,2024-11-14,2024-11,Q4 2024,Phone,Feature Request,Medium,Closed,Marcus Johnson,46.0,2.5,LATAM,Manufacturing
T00416,C0233,Enterprise,2023-02-13,2023-02,Q1 2023,Phone,User Management,Medium,Resolved,Emma Thompson,69.0,3.9,LATAM,Media
T00417,C0106,Mid-Market,2024-02-14,2024-02,Q1 2024,Email,Product Education,Medium,Open,James O'Brien,,,North America,Retail
T00418,C0300,SMB,2024-01-04,2024-01,Q1 2024,Email,Billing & Payments,Medium,Resolved,Priya Patel,39.0,2.1,APAC,Retail
T00419,C0135,Startup,2023-04-14,2023-04,Q2 2023,Phone,Feature Request,Medium,In Progress,Carlos Rivera,,,LATAM,Technology
T00420,C0191,Startup,2024-11-07,2024-11,Q4 2024,Self-Service Portal,Product Education,Low,Closed,James O'Brien,57.0,3.9,LATAM,Education
T00421,C0273,Enterprise,2024-01-23,2024-01,Q1 2024,Chat,Data & Reporting,Medium,Closed,Sarah Chen,45.0,2.5,North America,Education
T00422,C0144,SMB,2023-05-10,2023-05,Q2 2023,Email,Security & Compliance,High,Resolved,David Kim,9.0,3.6,North America,Healthcare
T00423,C0092,Startup,2023-11-26,2023-11,Q4 2023,Self-Service Portal,Integration & API,Medium,Resolved,James O'Brien,12.0,3.2,North America,Manufacturing
T00424,C0232,SMB,2023-08-29,2023-08,Q3 2023,Chat,Data & Reporting,Low,Closed,Aisha Williams,58.0,3.8,EMEA,Manufacturing
T00425,C0228,Mid-Market,2024-06-15,2024-06,Q2 2024,Chat,Performance & Stability,Medium,Resolved,Carlos Rivera,60.0,3.9,LATAM,Logistics
T00426,C0140,Mid-Market,2024-01-27,2024-01,Q1 2024,Email,Integration & API,Medium,Closed,Marcus Johnson,18.0,5.0,APAC,Healthcare
T00427,C0061,SMB,2023-03-15,2023-03,Q1 2023,Phone,Performance & Stability,Medium,Resolved,Sarah Chen,25.0,4.2,LATAM,Manufacturing
T00428,C0154,Enterprise,2023-10-16,2023-10,Q4 2023,Phone,Product Education,Low,Closed,James O'Brien,125.0,2.2,EMEA,Technology
T00429,C0243,Enterprise,2023-08-28,2023-08,Q3 2023,Phone,Positive Feedback,Low,Resolved,Emma Thompson,133.0,3.8,North America,Education
T00430,C0108,Startup,2024-03-25,2024-03,Q1 2024,Chat,Performance & Stability,Medium,In Progress,James O'Brien,,,LATAM,Healthcare
T00431,C0215,Startup,2024-03-11,2024-03,Q1 2024,Chat,Data & Reporting,Low,Resolved,Carlos Rivera,59.0,2.0,EMEA,Logistics
T00432,C0291,SMB,2024-10-06,2024-10,Q4 2024,Self-Service Portal,Performance & Stability,Low,In Progress,David Kim,,,North America,Education
T00433,C0056,Mid-Market,2023-12-03,2023-12,Q4 2023,Email,Performance & Stability,Medium,Resolved,Marcus Johnson,70.0,2.1,APAC,Technology
T00434,C0198,SMB,2023-10-18,2023-10,Q4 2023,Chat,Data & Reporting,Medium,Resolved,Marcus Johnson,49.0,2.7,EMEA,Healthcare
T00435,C0067,SMB,2024-07-03,2024-07,Q3 2024,Self-Service Portal,Feature Request,Medium,In Progress,Priya Patel,,,EMEA,Education
T00436,C0295,SMB,2023-11-14,2023-11,Q4 2023,Email,Integration & API,Medium,Open,James O'Brien,,,APAC,Logistics
T00437,C0270,Mid-Market,2023-12-03,2023-12,Q4 2023,Email,Integration & API,Medium,Open,Priya Patel,,,North America,Healthcare
T00438,C0213,Mid-Market,2023-09-13,2023-09,Q3 2023,Chat,Performance & Stability,Medium,Resolved,Priya Patel,13.0,5.0,APAC,Logistics
T00439,C0141,Startup,2024-10-05,2024-10,Q4 2024,Phone,Performance & Stability,High,Closed,Marcus Johnson,17.0,2.7,APAC,Financial Services
T00440,C0259,SMB,2023-11-30,2023-11,Q4 2023,Email,Billing & Payments,High,Open,James O'Brien,,,LATAM,Manufacturing
T00441,C0204,SMB,2023-02-08,2023-02,Q1 2023,Email,Access & Authentication,Low,Closed,James O'Brien,45.0,3.1,LATAM,Manufacturing
T00442,C0225,Mid-Market,2023-05-24,2023-05,Q2 2023,Phone,Data & Reporting,High,Resolved,Priya Patel,13.0,4.7,APAC,Logistics
T00443,C0040,Startup,2024-11-18,2024-11,Q4 2024,Email,Data & Reporting,Medium,Closed,Marcus Johnson,14.0,4.4,EMEA,Retail
T00444,C0200,Mid-Market,2024-12-07,2024-12,Q4 2024,Phone,Access & Authentication,Critical,Closed,Emma Thompson,4.0,2.8,APAC,Retail
T00445,C0015,Startup,2023-01-15,2023-01,Q1 2023,Email,Billing & Payments,Medium,Closed,Carlos Rivera,13.0,4.0,North America,Retail
T00446,C0166,SMB,2024-07-29,2024-07,Q3 2024,Chat,Performance & Stability,Low,Resolved,Sarah Chen,115.0,2.5,LATAM,Retail
T00447,C0206,SMB,2024-10-31,2024-10,Q4 2024,Email,Data & Reporting,Medium,Closed,David Kim,16.0,3.7,LATAM,Education
T00448,C0053,SMB,2024-12-30,2024-12,Q4 2024,Email,Product Education,Low,Closed,Carlos Rivera,58.0,2.5,EMEA,Technology
T00449,C0247,Startup,2023-03-11,2023-03,Q1 2023,Chat,Performance & Stability,Medium,Resolved,Marcus Johnson,9.0,2.6,LATAM,Technology
T00450,C0159,Startup,2023-08-31,2023-08,Q3 2023,Email,Feature Request,Medium,Resolved,Sarah Chen,27.0,2.1,North America,Education
T00451,C0122,SMB,2024-09-04,2024-09,Q3 2024,Email,Security & Compliance,High,Closed,James O'Brien,20.0,4.8,APAC,Logistics
T00452,C0170,Startup,2023-12-17,2023-12,Q4 2023,Phone,Integration & API,Low,In Progress,Carlos Rivera,,,LATAM,Financial Services
T00453,C0094,Startup,2024-03-28,2024-03,Q1 2024,Self-Service Portal,Access & Authentication,Medium,Open,Priya Patel,,,LATAM,Education
T00454,C0282,SMB,2023-07-29,2023-07,Q3 2023,Email,Access & Authentication,Low,Closed,David Kim,87.0,2.4,EMEA,Retail
T00455,C0104,Mid-Market,2023-10-06,2023-10,Q4 2023,Chat,User Management,Medium,Resolved,David Kim,63.0,4.0,LATAM,Logistics
T00456,C0011,Mid-Market,2024-01-26,2024-01,Q1 2024,Email,Access & Authentication,Low,Resolved,Aisha Williams,142.0,2.4,LATAM,Manufacturing
T00457,C0193,Mid-Market,2024-07-29,2024-07,Q3 2024,Chat,Access & Authentication,High,In Progress,Carlos Rivera,,,LATAM,Manufacturing
T00458,C0252,SMB,2024-02-19,2024-02,Q1 2024,Chat,Product Education,Medium,Resolved,Priya Patel,12.0,3.7,LATAM,Media
T00459,C0100,Mid-Market,2024-03-22,2024-03,Q1 2024,Chat,User Management,Low,Resolved,James O'Brien,132.0,3.7,LATAM,Retail
T00460,C0245,SMB,2023-02-05,2023-02,Q1 2023,Phone,Feature Request,Critical,In Progress,Priya Patel,,,APAC,Retail
T00461,C0007,Startup,2023-04-30,2023-04,Q2 2023,Phone,Feature Request,Medium,Closed,Emma Thompson,32.0,2.0,LATAM,Healthcare
T00462,C0130,Enterprise,2024-12-09,2024-12,Q4 2024,Chat,Product Education,Medium,Resolved,Aisha Williams,21.0,4.9,EMEA,Financial Services
T00463,C0108,Startup,2024-02-12,2024-02,Q1 2024,Chat,Access & Authentication,High,Open,Emma Thompson,,,LATAM,Healthcare
T00464,C0088,Mid-Market,2023-06-30,2023-06,Q2 2023,Email,Feature Request,High,Closed,Priya Patel,22.0,3.1,LATAM,Manufacturing
T00465,C0099,SMB,2023-09-23,2023-09,Q3 2023,Self-Service Portal,Performance & Stability,Medium,In Progress,Aisha Williams,,,LATAM,Retail
T00466,C0033,Enterprise,2023-12-17,2023-12,Q4 2023,Phone,Billing & Payments,Medium,Open,James O'Brien,,,APAC,Technology
T00467,C0268,Enterprise,2023-01-08,2023-01,Q1 2023,Email,Integration & API,Low,Resolved,Carlos Rivera,110.0,2.6,EMEA,Healthcare
T00468,C0162,SMB,2023-09-03,2023-09,Q3 2023,Self-Service Portal,Data & Reporting,Medium,Closed,Priya Patel,66.0,3.7,APAC,Retail
T00469,C0014,SMB,2024-09-08,2024-09,Q3 2024,Phone,Integration & API,Low,In Progress,Emma Thompson,,,North America,Education
T00470,C0097,SMB,2023-01-04,2023-01,Q1 2023,Self-Service Portal,Data & Reporting,Medium,Closed,Marcus Johnson,37.0,2.7,LATAM,Manufacturing
T00471,C0179,Startup,2024-03-14,2024-03,Q1 2024,Phone,Security & Compliance,Low,Resolved,Marcus Johnson,32.0,1.9,LATAM,Financial Services
T00472,C0155,SMB,2024-11-20,2024-11,Q4 2024,Self-Service Portal,Integration & API,Low,Resolved,Marcus Johnson,67.0,3.8,APAC,Logistics
T00473,C0055,Startup,2024-03-21,2024-03,Q1 2024,Self-Service Portal,Billing & Payments,Low,Closed,David Kim,55.0,3.5,LATAM,Logistics
T00474,C0047,Mid-Market,2024-12-09,2024-12,Q4 2024,Self-Service Portal,Billing & Payments,Medium,Open,Emma Thompson,,,APAC,Healthcare
T00475,C0120,Enterprise,2023-08-17,2023-08,Q3 2023,Email,Data & Reporting,High,Resolved,Emma Thompson,7.0,5.0,North America,Media
T00476,C0296,Enterprise,2023-01-02,2023-01,Q1 2023,Chat,Performance & Stability,High,Resolved,David Kim,8.0,3.7,North America,Financial Services
T00477,C0162,SMB,2023-05-29,2023-05,Q2 2023,Email,Billing & Payments,Medium,Resolved,Marcus Johnson,48.0,3.0,APAC,Retail
T00478,C0141,Startup,2024-12-24,2024-12,Q4 2024,Email,Performance & Stability,High,Closed,James O'Brien,14.0,5.0,APAC,Financial Services
T00479,C0027,Mid-Market,2023-07-03,2023-07,Q3 2023,Phone,Data & Reporting,Low,Closed,David Kim,110.0,2.8,APAC,Media
T00480,C0179,Startup,2024-02-05,2024-02,Q1 2024,Phone,Integration & API,Medium,In Progress,Sarah Chen,,,LATAM,Financial Services
T00481,C0156,SMB,2024-04-13,2024-04,Q2 2024,Chat,Performance & Stability,Medium,Closed,Marcus Johnson,33.0,2.6,APAC,Financial Services
T00482,C0076,SMB,2024-01-21,2024-01,Q1 2024,Email,Security & Compliance,Low,Closed,Emma Thompson,155.0,3.5,LATAM,Logistics
T00483,C0077,Mid-Market,2024-10-04,2024-10,Q4 2024,Chat,Data & Reporting,High,Resolved,Emma Thompson,24.0,3.8,LATAM,Education
T00484,C0141,Startup,2024-10-09,2024-10,Q4 2024,Email,Data & Reporting,High,Resolved,Marcus Johnson,4.0,4.6,APAC,Financial Services
T00485,C0093,Startup,2024-01-29,2024-01,Q1 2024,Email,Feature Request,Medium,Resolved,David Kim,10.0,4.2,LATAM,Media
T00486,C0033,Enterprise,2024-06-15,2024-06,Q2 2024,Email,Feature Request,Low,Closed,Carlos Rivera,25.0,3.2,APAC,Technology
T00487,C0063,Enterprise,2023-02-10,2023-02,Q1 2023,Chat,Billing & Payments,High,Closed,Priya Patel,6.0,3.4,EMEA,Media
T00488,C0217,SMB,2024-11-04,2024-11,Q4 2024,Chat,Data & Reporting,Low,Closed,Carlos Rivera,104.0,3.1,APAC,Financial Services
T00489,C0276,Enterprise,2024-06-06,2024-06,Q2 2024,Email,Access & Authentication,Low,In Progress,James O'Brien,,,LATAM,Manufacturing
T00490,C0184,Startup,2023-10-12,2023-10,Q4 2023,Email,Performance & Stability,High,Resolved,Emma Thompson,16.0,5.0,APAC,Education
T00491,C0074,Mid-Market,2024-07-02,2024-07,Q3 2024,Chat,Performance & Stability,Medium,Resolved,Carlos Rivera,28.0,4.0,APAC,Manufacturing
T00492,C0223,SMB,2024-01-24,2024-01,Q1 2024,Chat,Data & Reporting,Medium,Resolved,Carlos Rivera,50.0,2.6,LATAM,Technology
T00493,C0140,Mid-Market,2023-05-30,2023-05,Q2 2023,Self-Service Portal,Access & Authentication,Medium,Resolved,Aisha Williams,30.0,3.7,APAC,Healthcare
T00494,C0251,Mid-Market,2023-04-08,2023-04,Q2 2023,Chat,Feature Request,Low,Resolved,Emma Thompson,123.0,2.0,EMEA,Retail
T00495,C0245,SMB,2024-08-29,2024-08,Q3 2024,Email,Access & Authentication,Medium,In Progress,Carlos Rivera,,,APAC,Retail
T00496,C0128,SMB,2024-11-25,2024-11,Q4 2024,Self-Service Portal,Feature Request,High,Closed,James O'Brien,12.0,5.0,APAC,Technology
T00497,C0157,Mid-Market,2024-10-12,2024-10,Q4 2024,Email,Data & Reporting,Medium,Open,Marcus Johnson,,,North America,Manufacturing
T00498,C0147,Mid-Market,2024-07-21,2024-07,Q3 2024,Chat,Security & Compliance,Low,Resolved,Marcus Johnson,155.0,3.6,North America,Financial Services
T00499,C0208,Mid-Market,2023-01-15,2023-01,Q1 2023,Phone,User Management,Low,Closed,James O'Brien,138.0,4.4,APAC,Retail
T00500,C0090,Mid-Market,2023-03-18,2023-03,Q1 2023,Email,Access & Authentication,Medium,Resolved,James O'Brien,22.0,5.0,APAC,Logistics
T00501,C0277,SMB,2023-05-01,2023-05,Q2 2023,Email,Integration & API,Medium,Resolved,Sarah Chen,47.0,4.0,North America,Media
T00502,C0238,Mid-Market,2024-09-24,2024-09,Q3 2024,Email,Data & Reporting,Medium,Resolved,Marcus Johnson,31.0,2.6,EMEA,Logistics
T00503,C0221,SMB,2024-05-18,2024-05,Q2 2024,Chat,Integration & API,Low,Closed,Carlos Rivera,81.0,2.9,APAC,Technology
T00504,C0154,Enterprise,2024-01-09,2024-01,Q1 2024,Email,Billing & Payments,Low,Resolved,Sarah Chen,114.0,3.7,EMEA,Technology
T00505,C0184,Startup,2024-12-27,2024-12,Q4 2024,Chat,Billing & Payments,Critical,Closed,Aisha Williams,1.0,5.0,APAC,Education
T00506,C0061,SMB,2024-03-07,2024-03,Q1 2024,Email,Integration & API,Medium,Closed,Marcus Johnson,57.0,1.8,LATAM,Manufacturing
T00507,C0011,Mid-Market,2023-05-10,2023-05,Q2 2023,Email,Integration & API,Low,Resolved,Aisha Williams,135.0,2.9,LATAM,Manufacturing
T00508,C0249,SMB,2023-03-26,2023-03,Q1 2023,Email,Performance & Stability,Low,Resolved,Marcus Johnson,133.0,2.1,EMEA,Financial Services
T00509,C0258,Startup,2024-09-17,2024-09,Q3 2024,Chat,Product Education,Medium,In Progress,James O'Brien,,,LATAM,Healthcare
T00510,C0075,SMB,2024-03-12,2024-03,Q1 2024,Chat,Billing & Payments,Low,Resolved,Emma Thompson,133.0,2.9,North America,Technology
T00511,C0027,Mid-Market,2023-11-08,2023-11,Q4 2023,Phone,Data & Reporting,Low,In Progress,Sarah Chen,,,APAC,Media
T00512,C0165,Enterprise,2023-08-06,2023-08,Q3 2023,Chat,Data & Reporting,Medium,Resolved,Sarah Chen,50.0,1.8,EMEA,Retail
T00513,C0283,Mid-Market,2023-05-14,2023-05,Q2 2023,Phone,Feature Request,Medium,Resolved,Marcus Johnson,43.0,3.3,APAC,Media
T00514,C0055,Startup,2023-05-14,2023-05,Q2 2023,Self-Service Portal,Performance & Stability,Critical,Closed,Carlos Rivera,4.0,2.7,LATAM,Logistics
T00515,C0155,SMB,2024-04-30,2024-04,Q2 2024,Email,Feature Request,Critical,Resolved,Marcus Johnson,5.0,3.8,APAC,Logistics
T00516,C0224,Mid-Market,2023-03-11,2023-03,Q1 2023,Phone,Integration & API,Low,In Progress,Sarah Chen,,,LATAM,Media
T00517,C0098,Mid-Market,2024-02-12,2024-02,Q1 2024,Email,Integration & API,Medium,Resolved,James O'Brien,57.0,3.3,LATAM,Financial Services
T00518,C0095,SMB,2023-01-04,2023-01,Q1 2023,Self-Service Portal,Billing & Payments,Medium,Closed,Aisha Williams,41.0,4.1,APAC,Education
T00519,C0138,SMB,2024-07-19,2024-07,Q3 2024,Email,Billing & Payments,Medium,Resolved,James O'Brien,42.0,3.4,North America,Education
T00520,C0108,Startup,2024-07-01,2024-07,Q3 2024,Self-Service Portal,Performance & Stability,Medium,Resolved,Sarah Chen,60.0,2.5,LATAM,Healthcare
T00521,C0006,Startup,2023-12-31,2023-12,Q4 2023,Self-Service Portal,Product Education,High,Resolved,David Kim,16.0,3.1,EMEA,Education
T00522,C0113,SMB,2023-11-29,2023-11,Q4 2023,Phone,Performance & Stability,Low,In Progress,David Kim,,,APAC,Media
T00523,C0048,SMB,2024-05-22,2024-05,Q2 2024,Email,Billing & Payments,Low,Resolved,Priya Patel,29.0,2.4,LATAM,Education
T00524,C0202,SMB,2024-12-04,2024-12,Q4 2024,Email,Access & Authentication,High,Closed,Emma Thompson,7.0,4.3,EMEA,Retail
T00525,C0197,SMB,2023-01-22,2023-01,Q1 2023,Self-Service Portal,Access & Authentication,Low,In Progress,Sarah Chen,,,North America,Retail
T00526,C0055,Startup,2024-07-09,2024-07,Q3 2024,Email,Data & Reporting,Low,Resolved,James O'Brien,108.0,2.9,LATAM,Logistics
T00527,C0029,Enterprise,2024-07-10,2024-07,Q3 2024,Phone,Performance & Stability,High,In Progress,Sarah Chen,,,EMEA,Logistics
T00528,C0115,SMB,2023-01-25,2023-01,Q1 2023,Email,Data & Reporting,Medium,Closed,James O'Brien,70.0,4.5,LATAM,Financial Services
T00529,C0053,SMB,2023-10-16,2023-10,Q4 2023,Self-Service Portal,Performance & Stability,High,Closed,Carlos Rivera,23.0,3.8,EMEA,Technology
T00530,C0093,Startup,2024-11-26,2024-11,Q4 2024,Chat,Security & Compliance,Medium,Resolved,Marcus Johnson,71.0,4.3,LATAM,Media
T00531,C0002,SMB,2023-06-02,2023-06,Q2 2023,Phone,Data & Reporting,Medium,Closed,Aisha Williams,22.0,5.0,North America,Financial Services
T00532,C0075,SMB,2023-04-03,2023-04,Q2 2023,Email,Billing & Payments,Medium,Resolved,James O'Brien,50.0,3.9,North America,Technology
T00533,C0197,SMB,2024-03-04,2024-03,Q1 2024,Chat,Integration & API,Medium,In Progress,James O'Brien,,,North America,Retail
T00534,C0045,Enterprise,2023-08-29,2023-08,Q3 2023,Chat,Billing & Payments,Low,Resolved,Priya Patel,113.0,2.6,APAC,Media
T00535,C0151,Startup,2024-04-16,2024-04,Q2 2024,Self-Service Portal,Security & Compliance,Low,In Progress,Priya Patel,,,APAC,Logistics
T00536,C0194,Enterprise,2023-01-27,2023-01,Q1 2023,Phone,Data & Reporting,Low,Open,Priya Patel,,,LATAM,Healthcare
T00537,C0041,SMB,2023-09-08,2023-09,Q3 2023,Email,Performance & Stability,Low,In Progress,Emma Thompson,,,EMEA,Media
T00538,C0173,Startup,2024-03-30,2024-03,Q1 2024,Email,Access & Authentication,High,Resolved,Emma Thompson,20.0,3.7,EMEA,Education
T00539,C0233,Enterprise,2024-07-21,2024-07,Q3 2024,Email,Data & Reporting,Medium,In Progress,Emma Thompson,,,LATAM,Media
T00540,C0065,Startup,2023-08-05,2023-08,Q3 2023,Phone,Access & Authentication,Medium,Closed,Emma Thompson,69.0,3.5,EMEA,Education
T00541,C0195,SMB,2023-06-18,2023-06,Q2 2023,Email,Data & Reporting,Medium,In Progress,James O'Brien,,,APAC,Healthcare
T00542,C0145,Mid-Market,2023-06-16,2023-06,Q2 2023,Phone,Access & Authentication,Medium,Resolved,Sarah Chen,12.0,3.3,LATAM,Media
T00543,C0289,SMB,2024-05-10,2024-05,Q2 2024,Email,Data & Reporting,Low,Resolved,Emma Thompson,73.0,2.4,LATAM,Healthcare
T00544,C0183,SMB,2023-05-13,2023-05,Q2 2023,Phone,Access & Authentication,Medium,In Progress,Sarah Chen,,,APAC,Logistics
T00545,C0149,SMB,2023-06-15,2023-06,Q2 2023,Email,Integration & API,Low,Closed,Carlos Rivera,65.0,4.5,North America,Education
T00546,C0230,Enterprise,2023-05-15,2023-05,Q2 2023,Chat,Data & Reporting,Low,Closed,David Kim,43.0,4.4,North America,Manufacturing
T00547,C0050,Mid-Market,2023-01-16,2023-01,Q1 2023,Self-Service Portal,Security & Compliance,Medium,Closed,Aisha Williams,20.0,3.4,LATAM,Education
T00548,C0083,Startup,2023-03-11,2023-03,Q1 2023,Email,Data & Reporting,High,Closed,Priya Patel,19.0,4.5,LATAM,Media
T00549,C0064,SMB,2024-08-05,2024-08,Q3 2024,Chat,Data & Reporting,Medium,Resolved,Carlos Rivera,54.0,4.0,LATAM,Education
T00550,C0192,SMB,2023-03-27,2023-03,Q1 2023,Self-Service Portal,Integration & API,Medium,Resolved,Aisha Williams,9.0,5.0,North America,Technology
T00551,C0193,Mid-Market,2023-06-12,2023-06,Q2 2023,Self-Service Portal,Security & Compliance,High,Resolved,David Kim,18.0,5.0,LATAM,Manufacturing
T00552,C0056,Mid-Market,2023-03-29,2023-03,Q1 2023,Chat,Access & Authentication,Low,Resolved,David Kim,105.0,2.5,APAC,Technology
T00553,C0109,SMB,2024-12-20,2024-12,Q4 2024,Chat,Access & Authentication,Medium,Closed,Emma Thompson,35.0,3.2,North America,Financial Services
T00554,C0032,Enterprise,2024-01-06,2024-01,Q1 2024,Email,Billing & Payments,High,Closed,Marcus Johnson,12.0,2.8,LATAM,Manufacturing
T00555,C0141,Startup,2024-02-19,2024-02,Q1 2024,Chat,Security & Compliance,Medium,In Progress,Emma Thompson,,,APAC,Financial Services
T00556,C0176,Enterprise,2023-11-01,2023-11,Q4 2023,Chat,Data & Reporting,Medium,Resolved,James O'Brien,53.0,4.0,EMEA,Manufacturing
T00557,C0040,Startup,2024-11-14,2024-11,Q4 2024,Phone,Billing & Payments,Medium,Closed,David Kim,27.0,4.3,EMEA,Retail
T00558,C0163,Enterprise,2023-04-27,2023-04,Q2 2023,Self-Service Portal,Data & Reporting,Low,Closed,James O'Brien,48.0,1.6,APAC,Healthcare
T00559,C0216,Mid-Market,2024-12-14,2024-12,Q4 2024,Email,Billing & Payments,Medium,Closed,Aisha Williams,54.0,2.4,APAC,Manufacturing
T00560,C0258,Startup,2023-05-08,2023-05,Q2 2023,Chat,Performance & Stability,Medium,Resolved,David Kim,50.0,4.3,LATAM,Healthcare
